1362
have 1297
he 294
he 297
he 1032
he 1174
head 279
head 883
head 896
heading 585
heading 676
heading 903
heart 273
help 1176
her 1002
hidden 963
him 312
him 327
him 879
him 1070
him 1126
him 1255
his 343
his 882
his 895
his 1073
his 1307
his 1312
hit 809
hop 42
hotkey 659
how 292
how 1347
hundred 512
hundred 559
icon 274
if 1127
if 1328
imagine 349
immediately 66
impenetrable 442
impossible 803
in 243
in 299
in 370
in 416
in 424
in 475
in 491
in 661
in 697
in 707
in 718
in 733
in 776
in 798
in 928
in 936
in 941
in 964
in 984
in 1109
in 1135
in 1215
in 1318
in 1359
incarnation 75
inclined 1130
including 161
including 1112
incredibly 463
inner 507
inside 102
interested 1334
interesting 363
interesting 1275
interface 665
into 49
into 92
into 329
into 378
is 71
is 76
is 82
is 140
is 178
is 255
is 295
is 316
is 352
is 410
is 440
is 445
is 520
is 561
is 571
is 786
is 812
is 857
is 1272
it 251
it 369
it 481
it 499
it 783
it 802
it 810
it 814
it 912
it 985
it 987
it 1115
it's 361
it's 536
it's 962
its 73
its 794
its 842
itself 1233
jumped 91
just 805
kill 841
kill 1125
killed 982
killed 1107
killing 1056
kind 996
know 1071
kung 176
kung-fu 16
lands 263
large 544
last 1093
later 1080
leader 843
leader 876
leads 110
least 775
led 1038
left 1153
let 399
let 751
let 1001
let 1069
lets 326
lets 449
lets 649
level 202
like 257
like 318
like 484
like 617
like 727
like 1091
like 1291
limit 1222
limit 1247
little 723
little 863
little 908
lived 949
located 1207
location 967
log 596
log 625
long 915
lost 864
lowly 689
magic-imbued 745
magic-powered 738
main 628
making 801
mana 254
massive 859
massive 1320
may 1309
mean 1326
means 281
melee-focused 1289
members 925
middle 930
minutes 62
minutes 706
mixture 208
monk 21
monk 51
monk 70
monk 100
monk 184
monk 224
monk 262
monk 324
monk 409
monk 451
monk 530
monk 674
monk 918
monk 1106
monk 1252
monk 1271
monk 1304
monk 1344
monk's 163
monk's 175
monk's 247
more 317
more 909
more 972
more 1157
more 1283
more 1300
more 1354
most 220
most 437
most 691
move 423
much 710
much 850
must 123
named 1028
necromancer 1166
necromancer 1170
need 487
needed 1175
needed 1242
new 20
nice 207
niece 1074
non-player 117
normal 344
not 78
not 1124
not 1315
not 1330
noticed 67
now 141
of 32
of 103
of 128
of 158
of 189
of 209
of 302
of 332
of 358
of 381
of 473
of 494
of 502
of 510
of 546
of 557
of 565
of 577
of 642
of 692
of 768
of 778
of 781
of 823
of 923
of 931
of 957
of 994
of 997
of 1019
of 1064
of 1084
of 1094
of 1165
of 1185
of 1212
of 1257
of 1322
of 1338
of 1342
of 1356
offer 1280
often 1325
on 18
on 106
on 150
on 268
on 291
on 743
on 920
on 1040
on 1208
once 203
one 388
one 767
one 947
one 1218
only 286
only 703
onto 43
onto 678
open 113
opening 35
option 601
option 648
option 1122
options 1285
or 700
other 503
other 579
other 1210
other 1340
others 197
otherwise 550
our 15
our 436
our 673
our 828
our 917
our 1053
our 1105
our 1251
our 1267
out 149
out 155
out 310
out 397
out 429
out 583
out 586
out 677
out 756
out 785
out 1083
out 1191
out 1249
out 1256
out 1351
outlaw 838
outlaw 1058
over 276
overrun 142
own 758
palm 231
palm 238
palm 375
palm 393
palm 742
path 108
path 1042
perform 335
perhaps 435
playtime 1268
pm 11
point 227
portal 1134
portal 1196
poster 831
pretty 521
pretty 845
previous 719
prior 63
projectile 453
projectile 496
proper 94
quest 152
quest 595
quest 624
quest 629
quests 635
quick 337
quickly 425
quickly 651
radiant 411
radius 419
ran 1248
ranged 320
reflect 452
regular 736
result 641
returned 1139
reverting 340
right 48
ring 527
rocks 1226
ruins 1180
rundown 609
running 749
sacrifice 999
said 1172
sanctuary 508
sanctuary 519
saw 98
saw 945
screen 593
screen 604
seconds 289
seconds 461
see 1336
seem 217
seem 483
seemed 1090
seems 760
seems 1116
seems 1278
series 564
series 1164
setting 148
seven-sided 234
seven-sided 314
seven-sided 668
several 336
she 87
she 1005
she 1013
she 1037
shouldn't 848
shows 626
side 634
side 1211
silhouette 84
since 853
single 270
skill 164
skill 406
skill 439
skill 447
skill 574
skill--whenever 260
skills 190
skills 504
skills 600
skills 647
skills 657
slaughtering 938
slightly 1203
small 526
so 250
so 535
so 1129
some 104
some 995
some 1156
some 1179
some 1183
some 1337
someone 1027
sort 1184
spells 474
spinning 816
spins 793
spirits 1187
spoke 1060
squidlike 790
standing 101
started 672
state 345
stats 616
still 77
stops 815
straightforward 522
straightforward 846
strategic 1284
strategy 765
strength 618
strike 235
strike 267
strike 315
strike 669
strikes 338
strikes 566
strong 179
strong 293
strong 1311
stronger 711
stronger 770
strongest 387
stumbled 919
stumbling 867
successive 266
suggests 86
surface 1264
surrounded 467
surrounded 541
surrounding 308
survivor 993
take 427
take 755
take 849
taken 1022
takes 305
tandem 371
tells 119
tells 1014
terms 501
terms 777
than 1286
thankfully 480
that 56
that 72
that 85
that 109
that 121
that 137
that 198
that 216
that 282
that 364
that 400
that 448
that 531
that 548
that 636
that 726
that 792
that 946
that 961
that 989
that 1016
that 1031
that 1036
that 1043
that 1072
that 1117
that 1146
that 1173
that 1216
that 1266
that 1277
the 19
the 30
the 33
the 50
the 69
the 93
the 99
the 112
the 126
the 135
the 138
the 151
the 159
the 162
the 183
the 214
the 223
the 229
the 233
the 246
the 261
the 277
the 283
the 323
the 373
the 386
the 391
the 408
the 441
the 446
the 450
the 492
the 495
the 529
the 578
the 588
the 591
the 594
the 598
the 607
the 645
the 662
the 679
the 740
the 744
the 769
the 779
the 787
the 799
the 869
the 875
the 887
the 898
the 929
the 942
the 1024
the 1041
the 1048
the 1057
the 1062
the 1065
the 1085
the 1092
the 1095
the 1110
the 1121
the 1136
the 1141
the 1209
the 1213
the 1231
the 1245
the 1258
the 1263
the 1292
the 1303
the 1339
the 1343
the 1360
their 757
their 958
them 428
them 752
them 1034
then 90
then 671
then 748
then 891
then 1151
there 81
there 872
there 904
there 990
there 1103
there's 505
they 431
they 731
they 1348
things 1350
third 265
this 25
this 181
this 226
this 350
this 854
this 1009
this 1217
those 213
thought 517
thought 570
three 168
threw 1006
throngs 822
through 555
through 821
time 851
time 1221
time 1246
to 41
to 111
to 125
to 134
to 218
to 342
to 383
to 385
to 422
to 488
to 497
to 553
to 587
to 658
to 728
to 750
to 761
to 804
to 835
to 884
to 886
to 893
to 897
to 1023
to 1047
to 1061
to 1068
to 1101
to 1123
to 1140
to 1154
to 1177
to 1181
to 1197
to 1238
to 1243
to 1262
to 1279
to 1298
to 1335
told 892
told 952
told 1144
too 914
took 1045
totems 1167
touch-of-death 259
town 127
tree 165
trying 1237
two 215
two 701
two 734
typical 615
typical 1288
uncle 1063
unlock 199
unlocked 191
until 813
up 807
up 1007
upon 868
upon 969
upon 1162
us 953
us 1039
us 1046
use 368
use 390
use 498
used 242
useful 221
useful 354
useful 404
useful 464
useful 538
vanquished 696
variety 472
ventured 1082
ventured 1190
visage 412
vitality 620
walk 806
wanted 830
was 991
was 1075
was 1148
was 1202
was 1234
wasn't 913
wasps 690
way 509
we 37
we 65
we 97
we 153
we 581
we 686
we 708
we 772
we 818
we 825
we 860
we 873
we 905
we 944
we 973
we 1051
we 1081
we 1152
we 1189
we 1241
well 193
well 631
well 1224
were 688
were 694
were 890
were 926
were 1021
what 1089
when 465
when 539
where 96
where 1050
where 1240
which 166
which 239
which 413
which 693
which 715
which 832
which 880
while 567
while 796
while 1306
who 1171
willpower 622
with 143
with 245
with 311
with 372
with 1302
without 516
without 569
worshipping 932
would 549
year's 26
yet 980
you 120
you 122
you 133
you 201
you 347
you 365
you 421
you 485
you 606
you 650
you 834
you 1015
you 1118
you 1295
you're 466
you're 540
you're 1128
you're 1329
your 476
your 611
your 627
zip 328
zip 377
zip 395
