1362
of 1085
of 359
of 382
of 824
of 547
of 578
of 474
of 511
of 995
of 998
offer 1281
often 1326
on 292
on 269
on 151
on 744
on 107
on 19
on 1041
on 1209
on 921
once 204
one 948
one 1219
one 389
one 768
only 704
only 287
onto 44
onto 679
open 114
opening 36
option 649
option 1123
option 602
options 1286
or 701
other 1211
other 580
other 1341
other 504
others 198
otherwise 551
our 1252
our 1268
our 918
our 1106
our 16
our 437
our 1054
our 674
our 829
out 786
out 311
out 1192
out 398
out 150
out 1352
out 1257
out 430
out 678
out 1250
out 587
out 1084
out 757
out 584
out 156
outlaw 839
outlaw 1059
over 277
overrun 143
own 759
palm 232
palm 239
palm 743
palm 376
palm 394
path 1043
path 109
perform 336
perhaps 436
playtime 1269
pm 12
point 228
portal 1135
portal 1197
poster 832
pretty 846
pretty 522
previous 720
prior 64
projectile 454
projectile 497
proper 95
quest 625
quest 630
quest 596
quest 153
quests 636
quick 338
quickly 426
quickly 652
radiant 412
radius 420
ran 1249
ranged 321
reflect 453
regular 737
result 642
returned 1140
reverting 341
right 49
ring 528
rocks 1227
ruins 1181
rundown 610
running 750
sacrifice 1000
said 1173
sanctuary 520
sanctuary 509
saw 99
saw 946
screen 594
screen 605
seconds 462
seconds 290
see 1337
seem 484
seem 218
seemed 1091
seems 761
seems 1117
seems 1279
series 565
series 1165
setting 149
seven-sided 315
seven-sided 235
seven-sided 669
several 337
she 88
she 1014
she 1038
she 1006
shouldn't 849
shows 627
side 635
side 1212
silhouette 85
since 854
single 271
skill 407
skill 165
skill 448
skill 575
skill 440
skill--whenever 261
skills 505
skills 658
skills 648
skills 191
skills 601
slaughtering 939
slightly 1204
small 527
so 251
so 1130
so 536
some 1180
some 1338
some 105
some 1184
some 1157
some 996
someone 1028
sort 1185
spells 475
spinning 817
spins 794
spirits 1188
spoke 1061
squidlike 791
standing 102
started 673
state 346
stats 617
still 78
stops 816
straightforward 847
straightforward 523
strategic 1285
strategy 766
strength 619
strike 316
strike 236
strike 670
strike 268
strikes 339
strikes 567
strong 294
strong 1312
strong 180
stronger 771
stronger 712
strongest 388
stumbled 920
stumbling 868
successive 267
suggests 87
surface 1265
surrounded 542
surrounded 468
surrounding 309
survivor 994
take 428
take 756
take 850
taken 1023
takes 306
tandem 372
tells 120
tells 1015
terms 502
terms 778
than 1287
thankfully 481
that 1032
that 110
that 793
that 1044
that 283
that 199
that 947
that 990
that 122
that 532
that 365
that 73
that 1174
that 1017
that 1037
that 549
that 1267
that 401
that 1118
that 727
that 962
that 1278
that 217
that 86
that 449
that 1217
that 1147
that 57
that 637
that 138
that 1073
the 579
the 51
the 493
the 589
the 139
the 592
the 1049
the 1293
the 127
the 152
the 741
the 745
the 1042
the 595
the 1086
the 1066
the 34
the 451
the 1340
the 899
the 496
the 1093
the 599
the 447
the 1096
the 442
the 930
the 646
the 876
the 608
the 1344
the 100
the 663
the 136
the 1025
the 1063
the 530
the 31
the 1304
the 1111
the 160
the 113
the 163
the 888
the 1361
the 680
the 94
the 1058
the 409
the 943
the 1122
the 770
the 70
the 20
the 224
the 870
the 247
the 324
the 1246
the 780
the 392
the 284
the 278
the 1232
the 1264
the 1137
the 387
the 800
the 215
the 788
the 1142
the 1259
the 234
the 230
the 184
the 1214
the 374
the 262
the 1210
their 959
their 758
them 1035
them 429
them 753
then 672
then 892
then 1152
then 749
then 91
there 1104
there 873
there 905
there 991
there 82
there's 506
they 732
they 432
they 1349
things 1351
third 266
this 182
this 351
this 26
this 1218
this 855
this 227
this 1010
those 214
thought 571
thought 518
three 169
threw 1007
throngs 823
through 556
through 822
time 1247
time 1222
time 852
to 554
to 1182
to 751
to 1178
to 112
to 1024
to 1336
to 126
to 1198
to 885
to 343
to 1048
to 836
to 588
to 1263
to 659
to 135
to 498
to 1155
to 894
to 1062
to 489
to 898
to 1069
to 1299
to 762
to 384
to 42
to 1141
to 1102
to 386
to 423
to 887
to 1280
to 1124
to 1239
to 219
to 1244
to 805
to 729
told 893
told 953
told 1145
too 915
took 1046
totems 1168
touch-of-death 260
town 128
tree 166
trying 1238
two 702
two 735
two 216
typical 1289
typical 616
uncle 1064
unlock 200
unlocked 192
until 814
up 1008
up 808
upon 869
upon 1163
upon 970
us 1047
us 954
us 1040
use 499
use 369
use 391
used 243
useful 405
useful 465
useful 222
useful 539
useful 355
vanquished 697
variety 473
ventured 1083
ventured 1191
visage 413
vitality 621
walk 807
wanted 831
was 1203
was 1149
was 992
was 1235
was 1076
wasn't 914
wasps 691
way 510
we 1153
we 1190
we 861
we 773
we 874
we 1242
we 154
we 906
we 709
we 1082
we 38
we 1052
we 826
we 98
we 687
we 819
we 582
we 66
we 945
we 974
well 632
well 1225
well 194
were 927
were 689
were 891
were 695
were 1022
what 1090
when 466
when 540
where 97
where 1241
where 1051
which 414
which 716
which 694
which 167
which 240
which 881
which 833
while 1307
while 568
while 797
who 1172
willpower 623
with 246
with 312
with 144
with 1303
with 373
without 570
without 517
worshipping 933
would 550
year's 27
yet 981
you 121
you 607
you 348
you 202
you 486
you 651
you 366
you 134
you 1016
you 1119
you 1296
you 123
you 422
you 835
you're 541
you're 467
you're 1129
you're 1330
your 612
your 628
your 477
zip 329
zip 378
zip 396
